PLEASER_ITEM,DESCRIPTION,BRAND,SUB_CATEGORY,2ND_SUB_CATEGORY,STYLE_NAME,COLOR_DESCRIPTION,WHOLESALE_PRICE_US,SIZE_RANGE,IMAGE_FULL,IMAGE_THUMBNAIL,BLANK_1,BLANK_2,HEEL_PLATFORM,MSRP_USD_FOR_INTL_ACCT,DESCRIPTION_ADDITION,ITEM_STATUS,SALE_DATE,MAP_US_DOLLAR,MAP_ACTIVATION_DATE,MSRP_EURO_FOR_INTL_ACCT,FIT_GUIDE,MSRP_USD_FOR_DOMESTIC_ACCT,MSRP_GBP_FOR_INTL_ACCT,CALF_CIRCUMFERENCE,BOOT_SHAFT_HEIGHT,FIRST_RCV_DATE,WHOLESALE_PRICE_NETHERLANDS,VEGAN_STYLE,MULTIVIEW_IMAGE_1,MULTIVIEW_IMAGE_2,MULTIVIEW_IMAGE_3,MULTIVIEW_IMAGE_4,HTML5_LINK,UPPER_MATERIAL,MID-SOLE_MATERIAL,LINING_MATERIAL,OUTSOLE_MATERIAL,HS_CODE,HEEL_HEIGHT_IN_INCH,HEEL_HEIGHT_IN_CM,PLATFORM_HEIGHT_IN_INCH,PLATFORM_HEIGHT_IN_CM,MSRP_YEN,MSRP_CAD,MSRP_RUBLE,MSRP_AUD,MSRP_UAH
PSP-EMGNLYR,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Emerald Green Lycra,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-emgnlyr.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-emgnlyr_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,11/07/2020,35.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-EMGNVEL,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Emerald Green Velvet,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-emgnvel.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-emgnvel_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,11/07/2020,35.00,YES,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-HPLYR,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,H. Pink Lycra,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-hplyr.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-hplyr_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,11/07/2020,35.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-HPVEL,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,H. Pink Velvet,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-hpvel.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-hpvel_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,,,,1000.00,,,,10/21/2020,1000.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-RBOWVEL,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Rainbow Velvet,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-rbowvel.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-rbowvel_t.jpg,,,"One Size Fits Most ((Six Pairs)",,,CURRENT,,,,,,1000.00,,,,10/21/2020,1000.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-RYBLLYR,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Royal Blue Lycra,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-rybllyr.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-rybllyr_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,11/19/2020,35.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-RYBLVEL,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Royal Blue Velvet,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-ryblvel.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-ryblvel_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,10/30/2020,35.00,YES,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-TROP1-LYR,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Flamingo-Tropical 1,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-trop1-lyr.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-trop1-lyr_t.jpg,,,"One Size Fits Most (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,10/30/2020,35.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
PSP-TROP2-LYR,"PLEASER Pole Shoe Protectors (Six Pairs)",Accessories,,,PSP,Palm Tree-Tropical 2,30.00,"1",https://pleaser.sa.metacdn.com/picxnw/psp-trop2-lyr.jpg,https://pleaser.sa.metacdn.com/picxnw/psp-trop2-lyr_t.jpg,,,"One Size Fits Most  (Six Pairs)",,,CURRENT,,,11/16/2020,,,,,,,10/30/2020,35.00,,,,,,,,,,,6406.90.3060,,,,,,,,,
SIS-01,"Shoe Insert",Accessories,,,SHOE INSERT,One Unit,2.00,"",https://pleaser.sa.metacdn.com/picxnw/shoe-insert.jpg,https://pleaser.sa.metacdn.com/picxnw/shoe-insert_t.jpg,,,"",,"",CURRENT,,,,,,,,,,07/21/2001,4.00,YES,,,,,,,,,,3926.90.9980,,,,,,,,,
SS-01,"Clear Acrylic Slatwall Shelf",Accessories,,,SS-01,Clear Acrylic Slatwall Shelf (6 PCS),8.00,"",https://pleaser.sa.metacdn.com/picxnw/ss-01.jpg,https://pleaser.sa.metacdn.com/picxnw/ss-01_t.jpg,,,"",,"",CURRENT,,,,,,,,,,07/28/2008,12.00,YES,,,,,,,,,,3926.90.9995,,,,,,,,,
SS-02,"Clear Acrylic Gridwall Shelf",Accessories,,,SS-02,Clear Acrylic Gridwall Shelf (6 PCS),8.00,"",https://pleaser.sa.metacdn.com/picxnw/ss-02.jpg,https://pleaser.sa.metacdn.com/picxnw/ss-02_t.jpg,,,"",,"",CURRENT,,,,,,,,,,07/28/2008,12.00,YES,,,,,,,,,,3926.90.9995,,,,,,,,,
SS-03,"Clear Acrylic Pegboard Shelf",Accessories,,,SS-03,Clear Acrylic Pegboard Shelf (6 PCS),8.00,"",https://pleaser.sa.metacdn.com/picxnw/ss-03.jpg,https://pleaser.sa.metacdn.com/picxnw/ss-03_t.jpg,,,"",,"",CURRENT,,,,,,,,,,07/28/2008,12.00,YES,,,,,,,,,,3926.90.9995,,,,,,,,,
T-SHIRT-PINUP,"100 PERCENT COTTON WHITE PIN UP COUTURE T-SHIRT",Accessories,,,T-SHIRT-PINUP,SILKSCREEN PIN UP LOGO IN PINK,10.00,"S, M, L, XL",https://pleaser.sa.metacdn.com/picxnw/t-shirt-pinup.jpg,https://pleaser.sa.metacdn.com/picxnw/t-shirt-pinup_t.jpg,,,"",,"",CURRENT,,,,,,,,,,,1000.00,YES,,,,,,,,,,6109.10.0070,,,,,,,,,
WELCOME-KIT-DEM,"Welcome Kit-Demonia Notepad & Trolley Bag",Accessories,,,WELCOME KIT-DEM,Welcome Kit,10.00,"1",https://pleaser.sa.metacdn.com/picxnw/welcome-kit-dem.jpg,https://pleaser.sa.metacdn.com/picxnw/welcome-kit-dem_t.jpg,,,"",,"",CURRENT,,,,,,,,,,,26.00,YES,,,,,,,,,,3923.29.0000,,,,,,,,,
WELCOME-KIT-PLE,"Welcome Kit-Pleaser Notepad & Trolley Bag",Accessories,,,WELCOME KIT-PLE,Welcome Kit,10.00,"1",https://pleaser.sa.metacdn.com/picxnw/welcome-kit-ple.jpg,https://pleaser.sa.metacdn.com/picxnw/welcome-kit-ple_t.jpg,,,"",,"",CURRENT,,,,,,,,,,,15.00,YES,,,,,,,,,,3923.29.0000,,,,,,,,,
XMASSTKG-3,"Pleaser High Heel Sequined Christmas Stocking",Accessories,,,XMASSTKG-3,,22.00,"1",https://pleaser.sa.metacdn.com/picxnw/xmasstkg-3.jpg,https://pleaser.sa.metacdn.com/picxnw/xmasstkg-3_t.jpg,,,"",,"Set of 3 Pieces (Gold, Green, Red) 19"""" Tall & 7"""" Wide",NEW,,,,,,44.95,,,,11/19/2020,.00,,,,,,,,,,,3926.90.3500,,,,,,,,,
XMASSTKG/G,"Pleaser High Heel Sequined Christmas Stocking",Accessories,,,XMASSTKG,Gold Sequins,8.00,"1",https://pleaser.sa.metacdn.com/picxnw/xmasstkg-g.jpg,https://pleaser.sa.metacdn.com/picxnw/xmasstkg-g_t.jpg,,,"",,"One Piece of Gold 19"""" Tall & 7"""" Wide",CURRENT,,,,,,16.95,,,,12/01/2020,.00,,,,,,,,,,,3926.90.3500,,,,,,,,,
XMASSTKG/GN,"Pleaser High Heel Sequined Christmas Stocking",Accessories,,,XMASSTKG,Green Iridescent Sequins,8.00,"1",https://pleaser.sa.metacdn.com/picxnw/xmasstkg-gn.jpg,https://pleaser.sa.metacdn.com/picxnw/xmasstkg-gn_t.jpg,,,"",,"One Piece of Green 19"""" Tall & 7"""" Wide",CURRENT,,,,,,16.95,,,,12/01/2020,.00,,,,,,,,,,,3926.90.3500,,,,,,,,,
XMASSTKG/R,"Pleaser High Heel Sequined Christmas Stocking",Accessories,,,XMASSTKG,Red Sequins,8.00,"1",https://pleaser.sa.metacdn.com/picxnw/xmasstkg-r.jpg,https://pleaser.sa.metacdn.com/picxnw/xmasstkg-r_t.jpg,,,"",,"One Piece of Red 19"""" Tall & 7"""" Wide",CURRENT,,,,,,16.95,,,,12/01/2020,.00,,,,,,,,,,,3926.90.3500,,,,,,,,,
YETI01/W/FUR,"*Adult Wht Faux Fur Boot Sleeve, Leg Warmer",Accessories,,,YETI-01,Wht Faux Fur,9.49,"ONE SIZE",https://pleaser.sa.metacdn.com/picxnw/yeti-01-white.jpg,https://pleaser.sa.metacdn.com/picxnw/yeti-01-white_t.jpg,,,"Faux Fur Boot Sleeve, One Size",40.95,"",SALE,01/10/2022,,,33.95,,35.95,29.95,,,10/20/2008,13.50,YES,,,,,,FUR,N/A,ELASTIC,,6406.10.9040,,,,,4499.00,51.95,2999,53.95,1199.00
BELLA12/CR/M,"*5 1/4"" Heel, 1 1/2"" PF Peep Toe Pump",Bordello,Shoes,Bella,BELLA-12,Cream/Cream,17.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/bella-12-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-12-cr_t.jpg,,,"5 1/4"" Heel, 1 1/2"" Hidden & Exposed PF",61.95,"5 1/4"""" (13.3cm) Heel, 1 1/2"""" (3.8cm) Platform Peep Toe Pump",SALE,12/31/2020,,,50.95,TRUE TO SIZE,46.95,44.95,,,10/24/2013,28.50,YES,,,,,,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.5,3.2,6799.00,78.95,4499,81.95,1799.00
BELLA12R/PPSA/M,"*5 1/4"" Heel, 1 1/2"" Exposed PF Peep Toe Pump",Bordello,Shoes,Bella,BELLA-12R,Purple Satin,27.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/bella-12r-ppsa.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-12r-ppsa_t.jpg,,,"5 1/4"" Heel, 1 1/2"" PF",75.95,"5 1/4"""" (13.3cm) Heel, 1 1/2"""" (3.8cm) Platform Peep Toe Pump Featuring Rhinestones on Lower Platform",SALE,12/31/2020,,,61.95,TRUE TO SIZE,60.95,54.95,,,11/21/2013,40.50,YES,,,,,,SATIN,PU,PU,RUBBER,6404.19.9060,5.3,13.3,1.5,3.2,8399.00,96.95,5499,100.95,2199.00
BELLA12R/RSA/M,"*5 1/4"" Heel, 1 1/2"" Exposed PF Peep Toe Pump",Bordello,Shoes,Bella,BELLA-12R,Red Satin,27.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/bella-12r-rsa.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-12r-rsa_t.jpg,,,"5 1/4"" Heel, 1 1/2"" PF",75.95,"5 1/4"""" (13.3cm) Heel, 1 1/2"""" (3.8cm) Platform Peep Toe Pump Featuring Rhinestones on Lower Platform",SALE,12/31/2020,,,61.95,TRUE TO SIZE,60.95,54.95,,,11/13/2013,40.50,YES,,,,,,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,5.3,13.3,1.5,3.2,8399.00,96.95,5499,100.95,2199.00
BELLA12R/RYBLSA/M,"*5 1/4"" Heel, 1 1/2"" Exposed PF Peep Toe Pump",Bordello,Shoes,Bella,BELLA-12R,Royal Blue Satin,27.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/bella-12r-ryblsa.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-12r-ryblsa_t.jpg,,,"5 1/4"" Heel, 1 1/2"" PF",70.95,"5 1/4"""" (13.3cm) Heel, 1 1/2"""" (3.8cm) Platform Peep Toe Pump Featuring Rhinestones on Lower Platform",SALE,12/31/2020,,,57.95,TRUE TO SIZE,56.95,50.95,,,11/21/2013,40.50,YES,,,,,,SATIN,PU,PU,RUBBER,6404.19.9060,5.3,13.3,1.5,3.2,7799.00,90.95,5099,93.95,1999.00
BELLA12R/SSA/M,"*5 1/4"" Heel, 1 1/2"" Exposed PF Peep Toe Pump",Bordello,Shoes,Bella,BELLA-12R,Slv Satin,27.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/bella-12r-ssa.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-12r-ssa_t.jpg,,,"5 1/4"" Heel, 1 1/2"" PF",75.95,"5 1/4"""" (13.3cm) Heel, 1 1/2"""" (3.8cm) Platform Peep Toe Pump Featuring Rhinestones on Lower Platform",SALE,12/31/2020,,,61.95,TRUE TO SIZE,60.95,54.95,,,11/13/2013,40.50,YES,,,,,,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,5.3,13.3,1.5,3.2,8399.00,96.95,5499,100.95,2199.00
BELLA17/RSA-BLO,"*BELLA-17, 5 1/4"" Heel, 1 1/2"" P/F",Bordello,Shoes,Bella,BELLA-17,Red Satin-Blk Lace,18.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/bella-17-red.jpg,https://pleaser.sa.metacdn.com/picxnw/bella-17-red_t.jpg,,,"5 1/4"" Heel, 1 1/2"" P/F",59.95,"5 1/4"""" (13.3cm) Heel, 3/4"""" (1.9cm) Platform Peep Toe Pump Featuring Rose Detail on Vamp",SALE,01/10/2022,,,48.95,TRUE TO SIZE,44.95,42.95,,,08/26/2011,30.50,YES,,,,,,SATIN,PVC,SEMI-PU,RUBBER,6404.19.9060,5.3,13.3,1.5,3.2,6599.00,76.95,4299,79.95,1699.00
FLO1023/RB/PU,"*2"" Heel Button Spat Ankle Boot",Bordello,Boots,Flora,FLORA-1023,Red-Blk Pu,26.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/flora-1023-rbpu.jpg,https://pleaser.sa.metacdn.com/picxnw/flora-1023-rbpu_t.jpg,,,"2"" Heel",73.95,"2"""" (5.1cm) Heel, Two-Tone Button Snap Spat Ankle Boot, No Zip Closure",SALE,01/10/2022,,,60.95,TRUE TO SIZE,59.95,53.95,9.375,5.25,04/21/2009,38.50,YES,https://pleaser.sa.metacdn.com/viewpic/flora-1023-rb-pu01.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-rb-pu05.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-rb-pu09.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-rb-pu13.jpg,https://pleaser.sa.metacdn.com/html5/flora-1023-rb-pu/Preview.html,PU,PVC,PU,RUBBER,6402.91.4050,2.0,5.1,.0,.0,8099.00,94.95,5399,97.95,2099.00
FLO1023/WB/PU,"2"" Heel Button Spat Ankle Boot",Bordello,Boots,Flora,FLORA-1023,Wht-Blk Pu,32.00,"6-12",https://pleaser.sa.metacdn.com/picxnw/flora-1023-wbpu.jpg,https://pleaser.sa.metacdn.com/picxnw/flora-1023-wbpu_t.jpg,,,"2"" Heel",93.95,"2"""" (5.1cm) Heel, Two-Tone Button Snap Spat Ankle Boot, No Zip Closure",CURRENT,,,01/10/2013,76.95,TRUE TO SIZE,65.95,67.95,9.375,5.25,04/21/2009,46.00,YES,https://pleaser.sa.metacdn.com/viewpic/flora-1023-wb-pu01.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-wb-pu05.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-wb-pu09.jpg,https://pleaser.sa.metacdn.com/viewpic/flora-1023-wb-pu13.jpg,https://pleaser.sa.metacdn.com/html5/flora-1023-wb-pu/Preview.html,PU,PVC,PU,RUBBER,6402.91.4050,2.0,5.1,.0,.0,10299.00,119.95,6799,124.95,2699.00
PRE16/B/SAT,"*4 3/4"" Heel Peep Toe Knotted Mini Platform Sandal",Bordello,Shoes,Preen,PREEN-16,Blk Satin,7.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/preen-16-bsat.jpg,https://pleaser.sa.metacdn.com/picxnw/preen-16-bsat_t.jpg,,,"4 3/4"" Heel, 3/4"" PF",37.95,"4 3/4"""" (12.1cm) Heel, 3/4"""" (1.9cm) Platform, Satin w/ Gold Piping, Peep Toe, Knotted Strapped Sandal w/ Adjustable Closure",SALE,10/13/2014,,,30.95,TRUE TO SIZE,30.95,27.95,,,04/29/2009,13.50,YES,,,,,,SATIN,PU,SEMI-PU,RUBBER,6404.19.9060,4.8,12.1,,1.9,4199.00,48.95,2799,49.95,1099.00
PRE16/FUS/SAT,"*4 3/4"" Heel Peep Toe Knotted Mini Platform Sandal",Bordello,Shoes,Preen,PREEN-16,Fuchsia Satin,6.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/preen-16-fussat.jpg,https://pleaser.sa.metacdn.com/picxnw/preen-16-fussat_t.jpg,,,"4 3/4"" Heel, 3/4"" PF",36.95,"4 3/4"""" (12.1cm) Heel, 3/4"""" (1.9cm) Platform, Satin w/ Gold Piping, Peep Toe, Knotted Strapped Sandal w/ Adjustable Closure",SALE,10/13/2014,,,29.95,TRUE TO SIZE,28.95,26.95,,,04/29/2009,12.50,YES,,,,,,SATIN,PU,SEMI-PU,RUBBER,6404.19.9060,,12.1,,1.9,4099.00,46.95,2699,48.95,1099.00
ROSA02/B/SAT,"*3 3/4"" Peep Toe Ankle Strap Sandal W/Rose Ornament",Bordello,Shoes,Rosa,ROSA-02,Blk Satin,16.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/rosa-02-bsat.jpg,https://pleaser.sa.metacdn.com/picxnw/rosa-02-bsat_t.jpg,,,"3 3/4"" Heel",56.95,"3 3/4"""" (9.5cm) Heel, Peep Toe Adjustable Ankle Strap Satin Sandal with Rose Ornament",SALE,12/31/2020,,,46.95,TRUE TO SIZE,45.95,40.95,,,05/06/2009,24.50,YES,,,,,,SATIN,PVC,PVC,RUBBER,6404.19.9060,3.8,9.5,.0,.0,6299.00,72.95,4099,75.95,1599.00
ROSA02/BP/SAT,"*3 3/4"" Peep Toe Ankle Strap Sandal W/Rose Ornament",Bordello,Shoes,Rosa,ROSA-02,B. Pink Satin,15.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/rosa-02-bpsat.jpg,https://pleaser.sa.metacdn.com/picxnw/rosa-02-bpsat_t.jpg,,,"3 3/4""Heel",54.95,"3 3/4"""" (9.5cm) Heel, Peep Toe Adjustable Ankle Strap Satin Sandal with Rose Ornament",SALE,12/31/2020,,,44.95,TRUE TO SIZE,43.95,39.95,,,05/06/2009,23.50,YES,,,,,,SATIN,PVC,PVC,RUBBER,6404.19.9060,3.8,9.5,.0,.0,5999.00,69.95,3999,72.95,1599.00
ROSA02/R/SAT,"*3 3/4"" Peep Toe Ankle Strap Sandal W/Rose Ornament",Bordello,Shoes,Rosa,ROSA-02,Red Satin,16.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/rosa-02-rsat.jpg,https://pleaser.sa.metacdn.com/picxnw/rosa-02-rsat_t.jpg,,,"3 3/4"" Heel",52.95,"3 3/4"""" (9.5cm) Heel, Peep Toe Adjustable Ankle Strap Satin Sandal with Rose Ornament",SALE,12/31/2020,,,42.95,TRUE TO SIZE,41.95,37.95,,,05/06/2009,24.50,YES,,,,,,SATIN,PVC,PVC,RUBBER,6404.19.9060,3.8,9.5,.0,.0,5799.00,67.95,3799,69.95,1499.00
SCA620R/IRI,"*5 1/2"" Spike Heel Rhinestone Pump",Bordello,Shoes,Scandal,SCANDAL-620R,Iridescent Rhinestones,21.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/scandal-620r-iri.jpg,https://pleaser.sa.metacdn.com/picxnw/scandal-620r-iri_t.jpg,,,"5 1/2"" Heel",59.95,"5 1/2""""(14cm) Heel, Dramatic Arch Rhinestoned Pointy Toe Pump",SALE,10/13/2014,,,48.95,HALF SIZE SMALL,48.95,42.95,,,11/04/2009,30.50,YES,,,,,,RS,PVC,PVC,RUBBER,6402.99.3165,5.5,14.0,.0,.0,6599.00,76.95,4299,79.95,1699.00
SCA620R/R,"*5 1/2"" Spike Heel Rhinestone Pump",Bordello,Shoes,Scandal,SCANDAL-620R,Red Rhinestones,19.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/scandal-620r-r.jpg,https://pleaser.sa.metacdn.com/picxnw/scandal-620r-r_t.jpg,,,"5 1/2"" Heel",56.95,"5 1/2""""(14cm) Heel, Dramatic Arch Rhinestoned Pointy Toe Pump",SALE,10/13/2014,,,46.95,HALF SIZE SMALL,45.95,40.95,,,11/04/2009,27.50,YES,,,,,,RS,PVC,PVC,RUBBER,6402.99.3165,5.5,14.0,.0,.0,6299.00,72.95,4099,75.95,1599.00
SIR02R/BP,"*4"" Heel Rhinestoned Criss Cross Mini PF Slide",Bordello,Shoes,Siren,SIREN-02R,B. Pink Rhinestones,12.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/siren-02r-bp.jpg,https://pleaser.sa.metacdn.com/picxnw/siren-02r-bp_t.jpg,,,"4"" Heel, 1/2"" PF",45.95,"4"""" (10.2cm) Heel, 1/2"""" Mini Platform, Rhinestoned Criss Cross Slide",SALE,10/13/2014,,,37.95,TRUE TO SIZE,36.95,32.95,,,05/04/2009,19.50,YES,,,,,,RS,PVC,PVC,RUBBER,6402.99.3165,4.0,10.2,,1.3,5099.00,58.95,3299,60.95,1299.00
SIR02R/IRI,"*4"" Heel Rhinestoned Criss Cross Mini PF Slide",Bordello,Shoes,Siren,SIREN-02R,Iridescent Rhinestones,13.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/siren-02r-iri.jpg,https://pleaser.sa.metacdn.com/picxnw/siren-02r-iri_t.jpg,,,"4"" Heel, 1/2"" PF",52.95,"4"""" (10.2cm) Heel, 1/2"""" Mini Platform, Rhinestoned Criss Cross Slide",SALE,04/04/2014,,,42.95,TRUE TO SIZE,40.95,37.95,,,05/04/2009,21.50,YES,,,,,,RS,PVC,PVC,RUBBER,6402.99.3165,4.0,10.2,,1.3,5799.00,67.95,3799,69.95,1499.00
SPE300SQ/G,"3"" Block Heel Sequins Knee Boot",Bordello,Boots,Spectacular,SPECTACUL-300SQ,Gold Sequins,42.00,"6-16",https://pleaser.sa.metacdn.com/picxnw/spectacular-300sq-g.jpg,https://pleaser.sa.metacdn.com/picxnw/spectacular-300sq-g_t.jpg,,,"3"" Heel",120.95,"3"""" (7.6cm) Block Heel, Sequin Knee Boot full inner side Zip Closure",CURRENT,,,01/10/2013,98.95,TRUE TO SIZE,85.95,87.95,14.5,14.125,02/20/2009,62.00,YES,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-g01.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-g05.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-g09.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-g13.jpg,https://pleaser.sa.metacdn.com/html5/spectacul-300sq-g/Preview.html,SEQUINS,PVC,PVC,RUBBER,6402.91.4050,3.0,7.6,.0,.0,13299.00,154.95,8799,160.95,3399.00
SPE300SQ/S,"3"" Block Heel Sequins Knee Boot",Bordello,Boots,Spectacular,SPECTACUL-300SQ,Slv Sequins,42.00,"6-16",https://pleaser.sa.metacdn.com/picxnw/spectacular-300sq-s.jpg,https://pleaser.sa.metacdn.com/picxnw/spectacular-300sq-s_t.jpg,,,"3"" Heel",120.95,"3"""" (7.6cm) Block Heel, Sequin Knee Boot full inner side Zip Closure",CURRENT,,,01/10/2013,98.95,TRUE TO SIZE,85.95,87.95,14.5,14.125,02/20/2009,62.00,YES,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-s01.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-s05.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-s09.jpg,https://pleaser.sa.metacdn.com/viewpic/spectacul-300sq-s13.jpg,https://pleaser.sa.metacdn.com/html5/spectacul-300sq-s/Preview.html,SEQUINS,PVC,PVC,RUBBER,6402.91.4050,3.0,7.6,.0,.0,13299.00,154.95,8799,160.95,3399.00
TEE01/WB,"*5 3/4"" 2 Tone Pump W/Concealed Platform",Bordello,Shoes,Teeze,TEEZE-01,Wht-Blk Pat,22.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/teeze-01-wb.jpg,https://pleaser.sa.metacdn.com/picxnw/teeze-01-wb_t.jpg,,,"5 3/4"" Heel, 1 3/4"" PF",63.95,"5 3/4"""" (14.6cm) Heel, 1 3/4"""" (4.5cm) Concealed Platform, Two-Tone Patent Upper with Scalloped Detail, Satin Lace-up Bow Pump",SALE,12/31/2020,,,51.95,HALF SIZE SMALL,49.95,45.95,,,04/09/2009,35.50,YES,,,,,,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.8,14.6,1.8,4.5,6999.00,81.95,4599,84.95,1799.00
TEE04G/R,"*5 3/4"" Heel Glitter Platform W/Ribbon Bow Tie",Bordello,Shoes,Teeze,TEEZE-04G,Red Mini Gltr,21.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/teeze-04g-r.jpg,https://pleaser.sa.metacdn.com/picxnw/teeze-04g-r_t.jpg,,,"5 3/4"" Heel,1 3/4"" PF",70.95,"5 3/4"""" (14.6cm) Heel, 1 3/4"""" (4.5cm) Concealed Platform, Glitter with Red Satin Ribbon Bow Tie Pump",SALE,12/31/2020,,,57.95,TRUE TO SIZE,52.95,50.95,,,05/13/2009,34.50,YES,,,,,,GLITTER,PVC,PVC,RUBBER,6402.99.3165,5.8,14.6,1.8,4.5,7799.00,90.95,5099,93.95,1999.00
TEE04R/BP,"**5 3/4"" Heel Rhinestone Platform W/Ribbon Bow Tie",Bordello,Shoes,Teeze,TEEZE-04R,B. Pink Rhinestones,69.00,"6-12",https://pleaser.sa.metacdn.com/picxnw/teeze-04r-bp.jpg,https://pleaser.sa.metacdn.com/picxnw/teeze-04r-bp_t.jpg,,,"5 3/4"" Heel, 1 3/4"" PF",161.95,"5 3/4"""" (14.6cm) Heel, 1 3/4"""" (4.5cm) Concealed Platform, Rhinestoned with Matching Satin Ribbon Bow Tie Pump",CURRENT,,,01/10/2013,132.95,TRUE TO SIZE,124.95,116.95,,,10/21/2009,94.00,YES,,,,,,RS,PVC,PVC,RUBBER,6402.99.3165,5.8,14.6,1.8,4.5,17799.00,206.95,11699,214.95,4599.00
